"","fecha","SO2.EST4","CO.EST4","NO.EST4","NO2.EST4","NOX.EST4","SO2EST35","COEST35","NOEST35","NO2EST35","NOXEST35","tmed","prec","tmin","tmax","presMax","presMin","Dia_semana","tipo","O3"
"1",2017-01-01 01:00:00,7,0.6,83,45,172,10,0.8,111,68,239,17,0,-6,40,9518,9448,"D","D",8.32
"2",2017-01-01 02:00:00,6,0.6,107,56,220,8,0.7,98,54,205,17,0,-6,40,9518,9448,"D","D",3.6
"3",2017-01-01 03:00:00,6,0.5,101,54,209,9,0.8,98,68,297,17,0,-6,40,9518,9448,"D","D",7.44
"4",2017-01-01 04:00:00,6,0.5,96,50,197,7,0.7,98,67,282,17,0,-6,40,9518,9448,"D","D",5.67
"5",2017-01-01 05:00:00,4,0.4,53,37,119,6,0.6,100,55,208,17,0,-6,40,9518,9448,"D","D",3.25
"6",2017-01-01 06:00:00,2,0.4,31,31,79,6,0.5,63,45,142,17,0,-6,40,9518,9448,"D","D",3.89
"7",2017-01-01 07:00:00,3,0.4,41,35,98,7,0.6,58,45,134,17,0,-6,40,9518,9448,"D","D",1.6
"8",2017-01-01 08:00:00,5,0.6,61,39,132,8,0.5,48,49,122,17,0,-6,40,9518,9448,"D","D",8.16
"9",2017-01-01 09:00:00,4,0.4,37,34,91,9,0.6,50,49,125,17,0,-6,40,9518,9448,"D","D",11.99
"10",2017-01-01 10:00:00,5,0.4,39,33,92,13,0.5,86,74,205,17,0,-6,40,9518,9448,"D","D",7.33
"11",2017-01-01 11:00:00,6,0.5,52,36,116,12,0.5,48,49,122,17,0,-6,40,9518,9448,"D","D",6.14
"12",2017-01-01 12:00:00,14,0.6,62,41,135,15,0.7,60,52,144,17,0,-6,40,9518,9448,"D","D",11.99
"13",2017-01-01 13:00:00,10,0.5,56,50,135,13,0.5,38,48,106,17,0,-6,40,9518,9448,"D","D",13.28
"14",2017-01-01 14:00:00,7,0.4,30,48,95,10,0.5,21,45,77,17,0,-6,40,9518,9448,"D","D",11.15
"15",2017-01-01 15:00:00,5,0.3,12,36,54,6,0.4,7,31,42,17,0,-6,40,9518,9448,"D","D",20.78
"16",2017-01-01 16:00:00,4,0.2,9,33,47,5,0.4,8,32,45,17,0,-6,40,9518,9448,"D","D",30.24
"17",2017-01-01 17:00:00,4,0.2,6,33,43,3,0.3,6,35,43,17,0,-6,40,9518,9448,"D","D",39.02
"18",2017-01-01 18:00:00,4,0.3,10,42,57,2,0.3,5,40,47,17,0,-6,40,9518,9448,"D","D",18.61
"19",2017-01-01 19:00:00,5,0.3,20,58,90,4,0.4,2,42,46,17,0,-6,40,9518,9448,"D","D",19.87
"20",2017-01-01 20:00:00,6,0.5,38,79,138,10,0.5,15,72,94,17,0,-6,40,9518,9448,"D","D",8.16
"21",2017-01-01 21:00:00,11,0.7,125,89,281,14,0.6,22,79,112,17,0,-6,40,9518,9448,"D","D",12.29
"22",2017-01-01 22:00:00,12,1,162,96,345,15,0.6,37,81,138,17,0,-6,40,9518,9448,"D","D",12.35
"23",2017-01-01 23:00:00,6,0.5,60,78,171,10,0.6,35,76,130,17,0,-6,40,9518,9448,"D","D",169.9
"24",2017-01-02 00:00:00,3,0.4,27,60,101,8,0.5,10,58,73,17,0,-6,40,9518,9448,"D","D",15.34
"25",2017-01-02 01:00:00,3,0.4,16,57,82,7,0.3,14,55,77,27,0,-8,62,9455,9436,"L","L",14.05
"26",2017-01-02 02:00:00,3,0.3,9,38,51,5,0.2,4,33,39,27,0,-8,62,9455,9436,"L","L",23
"27",2017-01-02 03:00:00,2,0.3,9,39,52,5,0.3,6,37,47,27,0,-8,62,9455,9436,"L","L",24.54
"28",2017-01-02 04:00:00,2,0.2,5,27,35,6,0.3,6,32,41,27,0,-8,62,9455,9436,"L","L",11.18
"29",2017-01-02 05:00:00,2,0.2,2,18,20,5,0.3,6,32,40,27,0,-8,62,9455,9436,"L","L",28.28
"30",2017-01-02 06:00:00,2,0.2,2,22,26,4,0.3,3,28,33,27,0,-8,62,9455,9436,"L","L",10.26
"31",2017-01-02 07:00:00,3,0.3,23,38,74,4,0.3,10,43,58,27,0,-8,62,9455,9436,"L","L",25.72
"32",2017-01-02 08:00:00,4,0.3,21,49,81,4,0.4,31,63,111,27,0,-8,62,9455,9436,"L","L",22.95
"33",2017-01-02 09:00:00,7,0.6,83,66,193,6,0.6,64,62,161,27,0,-8,62,9455,9436,"L","L",9.69
"34",2017-01-02 10:00:00,9,0.7,108,69,235,6,0.5,63,69,166,27,0,-8,62,9455,9436,"L","L",6.81
"35",2017-01-02 11:00:00,9,0.5,41,56,120,6,0.5,63,67,163,27,0,-8,62,9455,9436,"L","L",38.04
"36",2017-01-02 12:00:00,7,0.4,43,53,119,6,0.5,45,62,131,27,0,-8,62,9455,9436,"L","L",29.88
"37",2017-01-02 13:00:00,9,0.5,63,64,160,6,0.4,39,61,120,27,0,-8,62,9455,9436,"L","L",28.61
"38",2017-01-02 14:00:00,11,0.6,71,72,181,11,0.5,43,67,133,27,0,-8,62,9455,9436,"L","L",34.19
"39",2017-01-02 15:00:00,11,0.6,87,76,211,7,0.5,47,68,140,27,0,-8,62,9455,9436,"L","L",23.97
"40",2017-01-02 16:00:00,9,0.5,44,68,135,3,0.5,39,67,126,27,0,-8,62,9455,9436,"L","L",15.64
"41",2017-01-02 17:00:00,9,0.5,36,73,128,3,0.5,35,75,129,27,0,-8,62,9455,9436,"L","L",27.66
"42",2017-01-02 18:00:00,10,0.5,52,81,160,5,0.5,47,80,152,27,0,-8,62,9455,9436,"L","L",5.22
"43",2017-01-02 19:00:00,13,0.6,72,89,200,5,0.7,74,91,204,27,0,-8,62,9455,9436,"L","L",51.28
"44",2017-01-02 20:00:00,14,0.6,54,88,172,7,0.7,70,91,198,27,0,-8,62,9455,9436,"L","L",14.26
"45",2017-01-02 21:00:00,16,0.9,54,100,401,5,0.6,42,86,150,27,0,-8,62,9455,9436,"L","L",36.88
"46",2017-01-02 22:00:00,11,0.7,133,82,287,6,0.8,82,85,210,27,0,-8,62,9455,9436,"L","L",175.4
"47",2017-01-02 23:00:00,14,0.8,140,79,295,5,0.7,52,84,164,27,0,-8,62,9455,9436,"L","L",7.6
"48",2017-01-03 00:00:00,11,0.6,104,69,229,5,0.7,67,74,178,27,0,-8,62,9455,9436,"L","L",8.33
"49",2017-01-03 01:00:00,7,0.5,83,57,184,6,0.5,44,70,138,60,0.05,17,102,9486,9453,"M","L",51.48
"50",2017-01-03 02:00:00,6,0.5,72,47,157,6,0.4,16,57,81,60,0.05,17,102,9486,9453,"M","L",45.77
"51",2017-01-03 03:00:00,5,0.4,52,41,121,10,0.6,68,58,161,60,0.05,17,102,9486,9453,"M","L",36.63
"52",2017-01-03 04:00:00,4,0.4,43,36,103,11,0.6,64,55,153,60,0.05,17,102,9486,9453,"M","L",45.88
"53",2017-01-03 05:00:00,4,0.4,35,31,84,10,0.5,51,52,130,60,0.05,17,102,9486,9453,"M","L",28.13
"54",2017-01-03 06:00:00,3,0.3,39,27,87,8,0.5,44,45,113,60,0.05,17,102,9486,9453,"M","L",24.23
"55",2017-01-03 07:00:00,4,0.4,59,33,123,10,0.5,36,48,104,60,0.05,17,102,9486,9453,"M","L",41.48
"56",2017-01-03 08:00:00,10,0.9,59,65,376,11,0.7,77,56,173,60,0.05,17,102,9486,9453,"M","L",36.07
"57",2017-01-03 09:00:00,10,0.8,59,60,352,14,0.9,77,60,265,60,0.05,17,102,9486,9453,"M","L",13.14
"58",2017-01-03 10:00:00,11,0.9,59,63,367,18,0.9,77,83,367,60,0.05,17,102,9486,9453,"M","L",8.34
"59",2017-01-03 11:00:00,15,0.9,59,64,378,18,0.9,77,68,285,60,0.05,17,102,9486,9453,"M","L",5.7
"60",2017-01-03 12:00:00,21,1,59,76,368,12,0.6,57,60,147,60,0.05,17,102,9486,9453,"M","L",8.22
"61",2017-01-03 13:00:00,16,0.8,139,84,297,14,0.6,59,66,156,60,0.05,17,102,9486,9453,"M","L",10.54
"62",2017-01-03 14:00:00,12,0.6,92,78,219,13,0.5,58,68,157,60,0.05,17,102,9486,9453,"M","L",10.9
"63",2017-01-03 15:00:00,9,0.5,68,74,179,9,0.5,69,75,182,60,0.05,17,102,9486,9453,"M","L",10.13
"64",2017-01-03 16:00:00,9,0.4,59,73,163,3,0.5,62,73,168,60,0.05,17,102,9486,9453,"M","L",10.5
"65",2017-01-03 17:00:00,10,0.5,63,81,178,1,0.5,63,81,177,60,0.05,17,102,9486,9453,"M","L",8.45
"66",2017-01-03 18:00:00,14,0.6,71,86,194,6,0.5,37,78,134,60,0.05,17,102,9486,9453,"M","L",6.25
"67",2017-01-03 19:00:00,14,0.6,80,85,208,12,0.7,93,89,232,60,0.05,17,102,9486,9453,"M","L",4.48
"68",2017-01-03 20:00:00,14,0.9,149,96,325,21,0.7,77,85,202,60,0.05,17,102,9486,9453,"M","L",4.58
"69",2017-01-03 21:00:00,28,1.4,149,119,540,18,0.9,77,102,351,60,0.05,17,102,9486,9453,"M","L",4.51
"70",2017-01-03 22:00:00,20,1.3,149,116,535,24,1.1,77,113,442,60,0.05,17,102,9486,9453,"M","L",5.66
"71",2017-01-03 23:00:00,16,1.1,149,110,516,18,0.9,77,96,301,60,0.05,17,102,9486,9453,"M","L",5.63
"72",2017-01-04 00:00:00,15,1.2,149,100,522,12,0.6,70,76,183,60,0.05,17,102,9486,9453,"M","L",4.34
"73",2017-01-04 01:00:00,10,0.8,149,71,344,14,1.1,70,100,438,68,0,22,115,9504,9474,"X","L",4.23
"74",2017-01-04 02:00:00,10,0.8,173,59,325,6,0.8,70,90,353,68,0,22,115,9504,9474,"X","L",4.22
"75",2017-01-04 03:00:00,8,0.6,140,47,262,7,0.9,70,93,403,68,0,22,115,9504,9474,"X","L",4.92
"76",2017-01-04 04:00:00,5,0.5,83,39,166,4,0.7,70,57,249,68,0,22,115,9504,9474,"X","L",4.04
"77",2017-01-04 05:00:00,5,0.5,90,35,172,4,0.6,111,63,234,68,0,22,115,9504,9474,"X","L",4.96
"78",2017-01-04 06:00:00,5,0.5,80,30,153,4,0.6,79,52,174,68,0,22,115,9504,9474,"X","L",5.09
"79",2017-01-04 07:00:00,6,0.6,122,41,228,3,0.6,92,53,194,68,0,22,115,9504,9474,"X","L",4.82
"80",2017-01-04 08:00:00,9,1,122,54,342,6,0.7,117,62,241,68,0,22,115,9504,9474,"X","L",5.19
"81",2017-01-04 09:00:00,10,0.9,122,58,366,12,1.1,117,76,435,68,0,22,115,9504,9474,"X","L",6.1
"82",2017-01-04 10:00:00,13,1.1,122,79,488,22,1,117,73,415,68,0,22,115,9504,9474,"X","L",5.83
"83",2017-01-04 11:00:00,14,1.1,122,81,457,38,1.2,117,88,453,68,0,22,115,9504,9474,"X","L",5.51
"84",2017-01-04 12:00:00,13,0.9,160,80,326,17,0.9,117,80,316,68,0,22,115,9504,9474,"X","L",6.46
"85",2017-01-04 13:00:00,15,0.9,160,99,376,10,0.9,117,97,368,68,0,22,115,9504,9474,"X","L",6.88
"86",2017-01-04 14:00:00,12,0.7,151,97,328,2,0.6,117,90,319,68,0,22,115,9504,9474,"X","L",8.44
"87",2017-01-04 15:00:00,9,0.5,51,61,139,1,0.3,41,58,122,68,0,22,115,9504,9474,"X","L",15.39
"88",2017-01-04 16:00:00,7,0.3,21,41,73,1,0.3,12,39,58,68,0,22,115,9504,9474,"X","L",30.23
"89",2017-01-04 17:00:00,7,0.5,43,69,135,1,0.4,27,62,104,68,0,22,115,9504,9474,"X","L",17.92
"90",2017-01-04 18:00:00,9,0.6,75,84,198,1,0.6,42,77,141,68,0,22,115,9504,9474,"X","L",8.59
"91",2017-01-04 19:00:00,8,0.5,58,78,167,1,0.6,42,78,143,68,0,22,115,9504,9474,"X","L",5.68
"92",2017-01-04 20:00:00,9,0.5,49,73,148,1,0.3,27,72,114,68,0,22,115,9504,9474,"X","L",6.23
"93",2017-01-04 21:00:00,7,0.4,32,63,113,1,0.1,15,63,86,68,0,22,115,9504,9474,"X","L",7.29
"94",2017-01-04 22:00:00,5,0.4,22,58,92,1,0.2,26,63,103,68,0,22,115,9504,9474,"X","L",6.35
"95",2017-01-04 23:00:00,5,0.4,32,64,112,2,0.2,35,70,123,68,0,22,115,9504,9474,"X","L",4.37
"96",2017-01-05 00:00:00,6,0.6,52,66,146,2,0.3,44,71,138,68,0,22,115,9504,9474,"X","L",4.62
"97",2017-01-05 01:00:00,5,0.5,48,61,134,1,0.4,36,68,124,72,0,47,98,9477,9463,"J","L",5.08
"98",2017-01-05 02:00:00,5,0.4,51,56,134,1,0.4,22,60,93,72,0,47,98,9477,9463,"J","L",3.98
"99",2017-01-05 03:00:00,3,0.3,24,54,91,1,0.4,15,53,76,72,0,47,98,9477,9463,"J","L",4.36
"100",2017-01-05 04:00:00,3,0.3,19,46,75,1,0.4,8,48,60,72,0,47,98,9477,9463,"J","L",6.77
"101",2017-01-05 05:00:00,2,0.3,7,43,53,1,0.4,6,43,52,72,0,47,98,9477,9463,"J","L",9.62
"102",2017-01-05 06:00:00,2,0.2,3,34,39,1,0.4,3,35,40,72,0,47,98,9477,9463,"J","L",16.97
"103",2017-01-05 07:00:00,3,0.4,35,46,99,1,0.5,4,43,49,72,0,47,98,9477,9463,"J","L",13.5
"104",2017-01-05 08:00:00,4,0.4,46,49,120,1,0.6,37,55,112,72,0,47,98,9477,9463,"J","L",6.07
"105",2017-01-05 09:00:00,4,0.4,48,50,124,14,0.9,48,58,131,72,0,47,98,9477,9463,"J","L",4.97
"106",2017-01-05 10:00:00,5,0.4,60,53,145,8,0.8,67,61,164,72,0,47,98,9477,9463,"J","L",4.6
"107",2017-01-05 11:00:00,4,0.4,41,51,114,8,0.8,54,61,144,72,0,47,98,9477,9463,"J","L",5.99
"108",2017-01-05 12:00:00,5,0.6,72,56,167,8,1,85,66,197,72,0,47,98,9477,9463,"J","L",7.05
"109",2017-01-05 13:00:00,7,0.7,85,63,193,9,1,92,69,210,72,0,47,98,9477,9463,"J","L",7.08
"110",2017-01-05 14:00:00,7,0.6,70,63,171,6,0.9,66,64,166,72,0,47,98,9477,9463,"J","L",9.39
"111",2017-01-05 15:00:00,7,0.5,57,57,145,4,0.8,52,58,138,72,0,47,98,9477,9463,"J","L",12.84
"112",2017-01-05 16:00:00,8,0.4,56,60,146,1,0.8,55,64,148,72,0,47,98,9477,9463,"J","L",12.29
"113",2017-01-05 17:00:00,10,0.5,63,74,171,1,0.8,54,75,158,72,0,47,98,9477,9463,"J","L",10.71
"114",2017-01-05 18:00:00,11,0.6,57,81,169,1,0.9,64,87,185,72,0,47,98,9477,9463,"J","L",6.24
"115",2017-01-05 19:00:00,9,0.7,94,75,219,3,1.1,98,83,234,72,0,47,98,9477,9463,"J","L",2.99
"116",2017-01-05 20:00:00,11,1,167,75,331,8,1,96,78,225,72,0,47,98,9477,9463,"J","L",3.46
"117",2017-01-05 21:00:00,11,0.9,168,71,328,11,1.2,111,78,248,72,0,47,98,9477,9463,"J","L",4.47
"118",2017-01-05 22:00:00,12,1.1,168,75,419,20,1.5,111,79,341,72,0,47,98,9477,9463,"J","L",4.16
"119",2017-01-05 23:00:00,12,1,168,70,429,26,1.7,111,79,402,72,0,47,98,9477,9463,"J","L",4.3
"120",2017-01-06 00:00:00,9,0.8,176,59,329,24,1.7,111,80,473,72,0,47,98,9477,9463,"J","L",4.28
"121",2017-01-06 01:00:00,7,0.7,131,44,246,7,1.2,111,72,363,54,0,11,98,9505,9474,"V","F",4.29
"122",2017-01-06 02:00:00,7,0.6,115,36,212,2,0.8,116,49,227,54,0,11,98,9505,9474,"V","F",3.91
"123",2017-01-06 03:00:00,6,0.6,110,33,201,4,0.9,116,57,269,54,0,11,98,9505,9474,"V","F",3.7
"124",2017-01-06 04:00:00,6,0.6,112,30,201,4,0.9,116,65,310,54,0,11,98,9505,9474,"V","F",4.43
"125",2017-01-06 05:00:00,6,0.5,112,27,199,2,0.6,100,45,198,54,0,11,98,9505,9474,"V","F",4.31
"126",2017-01-06 06:00:00,5,0.5,88,25,160,3,0.6,120,34,219,54,0,11,98,9505,9474,"V","F",4.32
"127",2017-01-06 07:00:00,4,0.4,57,24,111,2,0.6,96,39,186,54,0,11,98,9505,9474,"V","F",5.71
"128",2017-01-06 08:00:00,4,0.5,59,25,116,8,0.7,86,40,172,54,0,11,98,9505,9474,"V","F",4.79
"129",2017-01-06 09:00:00,7,0.6,107,36,200,8,0.7,105,45,207,54,0,11,98,9505,9474,"V","F",3.7
"130",2017-01-06 10:00:00,7,0.6,116,35,213,12,0.8,109,52,219,54,0,11,98,9505,9474,"V","F",3.65
"131",2017-01-06 11:00:00,10,0.7,130,47,246,7,0.8,109,58,225,54,0,11,98,9505,9474,"V","F",4.26
"132",2017-01-06 12:00:00,15,0.7,96,55,202,8,0.7,106,66,228,54,0,11,98,9505,9474,"V","F",3.54
"133",2017-01-06 13:00:00,19,0.8,108,70,235,14,0.8,104,76,235,54,0,11,98,9505,9474,"V","F",5.7
"134",2017-01-06 14:00:00,11,0.5,57,64,151,1,0.3,38,56,115,54,0,11,98,9505,9474,"V","F",21.83
"135",2017-01-06 15:00:00,8,0.4,32,61,110,1,0.1,18,49,77,54,0,11,98,9505,9474,"V","F",36.29
"136",2017-01-06 16:00:00,6,0.4,23,53,87,1,0.1,12,42,61,54,0,11,98,9505,9474,"V","F",42.03
"137",2017-01-06 17:00:00,5,0.5,37,58,115,1,0.1,6,32,41,54,0,11,98,9505,9474,"V","F",50.01
"138",2017-01-06 18:00:00,7,0.5,44,73,141,1,0.2,8,37,49,54,0,11,98,9505,9474,"V","F",46.14
"139",2017-01-06 19:00:00,15,0.8,44,122,405,1,0.4,15,71,93,54,0,11,98,9505,9474,"V","F",17.75
"140",2017-01-06 20:00:00,21,1.3,44,140,589,4,0.8,96,100,247,54,0,11,98,9505,9474,"V","F",4.5
"141",2017-01-06 21:00:00,17,0.8,44,111,402,13,1.1,96,108,375,54,0,11,98,9505,9474,"V","F",4.18
"142",2017-01-06 22:00:00,14,0.7,151,94,326,12,1,96,100,348,54,0,11,98,9505,9474,"V","F",3.48
"143",2017-01-06 23:00:00,13,0.7,155,89,327,11,1.1,96,96,342,54,0,11,98,9505,9474,"V","F",4.01
"144",2017-01-07 00:00:00,12,0.7,119,75,256,6,0.9,113,84,256,54,0,11,98,9505,9474,"V","F",3.67
"145",2017-01-07 01:00:00,9,0.6,123,69,258,15,0.6,57,78,166,50,0,-3,104,9520,9499,"S","S",4.84
"146",2017-01-07 02:00:00,7,0.5,93,57,199,14,0.5,68,66,170,50,0,-3,104,9520,9499,"S","S",3.84
"147",2017-01-07 03:00:00,6,0.4,72,49,159,18,0.6,73,59,170,50,0,-3,104,9520,9499,"S","S",4.07
"148",2017-01-07 04:00:00,4,0.3,50,39,115,16,0.7,84,57,185,50,0,-3,104,9520,9499,"S","S",3.28
"149",2017-01-07 05:00:00,4,0.3,41,35,97,14,0.5,47,52,124,50,0,-3,104,9520,9499,"S","S",4.13
"150",2017-01-07 06:00:00,3,0.3,34,33,85,18,0.4,63,51,148,50,0,-3,104,9520,9499,"S","S",1.5
"151",2017-01-07 07:00:00,4,0.3,55,37,121,21,0.5,69,55,161,50,0,-3,104,9520,9499,"S","S",3.99
"152",2017-01-07 08:00:00,6,0.5,55,37,121,24,0.6,57,53,139,50,0,-3,104,9520,9499,"S","S",5.47
"153",2017-01-07 09:00:00,7,0.6,98,44,193,35,0.8,76,59,175,50,0,-3,104,9520,9499,"S","S",7.02
"154",2017-01-07 10:00:00,9,0.5,116,50,228,45,0.8,93,58,200,50,0,-3,104,9520,9499,"S","S",5.83
"155",2017-01-07 11:00:00,13,0.7,159,65,308,35,0.6,86,64,195,50,0,-3,104,9520,9499,"S","S",7.31
"156",2017-01-07 12:00:00,18,0.8,156,84,322,28,0.7,102,70,227,50,0,-3,104,9520,9499,"S","S",8.78
"157",2017-01-07 13:00:00,20,0.8,123,83,272,22,0.5,63,65,162,50,0,-3,104,9520,9499,"S","S",14.14
"158",2017-01-07 14:00:00,13,0.5,78,77,196,8,0.4,61,69,163,50,0,-3,104,9520,9499,"S","S",15.29
"159",2017-01-07 15:00:00,9,0.4,39,63,123,1,0.3,33,58,109,50,0,-3,104,9520,9499,"S","S",24.93
"160",2017-01-07 16:00:00,7,0.4,25,57,95,1,0.3,20,55,86,50,0,-3,104,9520,9499,"S","S",27.57
"161",2017-01-07 17:00:00,7,0.4,25,64,102,1,0.3,20,59,89,50,0,-3,104,9520,9499,"S","S",26.38
"162",2017-01-07 18:00:00,6,0.4,38,78,136,1,0.3,13,66,86,50,0,-3,104,9520,9499,"S","S",22.13
"163",2017-01-07 19:00:00,15,1.1,38,142,533,13,0.5,13,76,96,50,0,-3,104,9520,9499,"S","S",11.71
"164",2017-01-07 20:00:00,24,1.7,38,178,533,22,0.6,43,89,156,50,0,-3,104,9520,9499,"S","S",5.5
"165",2017-01-07 21:00:00,19,1.4,38,138,533,26,0.8,98,101,252,50,0,-3,104,9520,9499,"S","S",5.07
"166",2017-01-07 22:00:00,15,1.1,38,123,547,20,0.9,98,99,301,50,0,-3,104,9520,9499,"S","S",5.52
"167",2017-01-07 23:00:00,12,0.9,38,99,426,16,0.9,95,83,229,50,0,-3,104,9520,9499,"S","S",6.16
"168",2017-01-08 00:00:00,8,0.7,144,78,298,21,1.3,95,89,378,50,0,-3,104,9520,9499,"S","S",5.62
"169",2017-01-08 01:00:00,6,0.6,98,62,212,18,1.1,95,83,336,55,0,-5,115,9523,9481,"D","D",6.33
"170",2017-01-08 02:00:00,6,0.6,108,57,223,15,0.7,110,66,235,55,0,-5,115,9523,9481,"D","D",5.43
"171",2017-01-08 03:00:00,6,0.6,101,48,204,14,0.6,83,60,187,55,0,-5,115,9523,9481,"D","D",4.72
"172",2017-01-08 04:00:00,5,0.5,92,44,185,14,0.6,84,55,183,55,0,-5,115,9523,9481,"D","D",4.53
"173",2017-01-08 05:00:00,5,0.5,80,41,164,12,0.6,62,52,148,55,0,-5,115,9523,9481,"D","D",5.25
"174",2017-01-08 06:00:00,5,0.5,82,35,161,13,0.5,54,51,134,55,0,-5,115,9523,9481,"D","D",4.97
"175",2017-01-08 07:00:00,4,0.5,72,35,145,15,0.6,80,47,169,55,0,-5,115,9523,9481,"D","D",5.19
"176",2017-01-08 08:00:00,4,0.6,58,34,124,21,0.6,71,52,161,55,0,-5,115,9523,9481,"D","D",5.31
"177",2017-01-08 09:00:00,6,0.8,96,39,186,21,0.6,88,55,190,55,0,-5,115,9523,9481,"D","D",4.64
"178",2017-01-08 10:00:00,8,0.7,138,46,257,18,0.5,47,48,120,55,0,-5,115,9523,9481,"D","D",7.35
"179",2017-01-08 11:00:00,12,0.8,164,63,315,20,0.5,50,50,127,55,0,-5,115,9523,9481,"D","D",9.47
"180",2017-01-08 12:00:00,17,0.8,133,68,272,22,0.7,77,65,183,55,0,-5,115,9523,9481,"D","D",10.08
"181",2017-01-08 13:00:00,18,0.7,93,73,215,26,0.9,102,76,233,55,0,-5,115,9523,9481,"D","D",11.53
"182",2017-01-08 14:00:00,19,0.8,98,85,235,14,0.7,94,81,226,55,0,-5,115,9523,9481,"D","D",13.52
"183",2017-01-08 15:00:00,13,0.7,88,88,223,1,0.4,68,79,183,55,0,-5,115,9523,9481,"D","D",16.41
"184",2017-01-08 16:00:00,10,0.7,76,85,201,1,0.4,57,78,165,55,0,-5,115,9523,9481,"D","D",17.74
"185",2017-01-08 17:00:00,10,0.7,94,90,234,1,0.3,40,73,134,55,0,-5,115,9523,9481,"D","D",16.22
"186",2017-01-08 18:00:00,13,0.7,99,94,245,1,0.5,17,60,85,55,0,-5,115,9523,9481,"D","D",21.43
"187",2017-01-08 19:00:00,13,0.9,175,119,388,6,0.8,20,72,103,55,0,-5,115,9523,9481,"D","D",11.3
"188",2017-01-08 20:00:00,15,1,175,115,389,9,0.7,40,81,142,55,0,-5,115,9523,9481,"D","D",6.66
"189",2017-01-08 21:00:00,25,1.6,175,152,389,15,0.6,60,84,176,55,0,-5,115,9523,9481,"D","D",5.75
"190",2017-01-08 22:00:00,23,1.7,175,150,389,17,0.8,75,86,202,55,0,-5,115,9523,9481,"D","D",5.75
"191",2017-01-08 23:00:00,15,0.1,175,101,445,11,0.5,30,75,121,55,0,-5,115,9523,9481,"D","D",13.48
"192",2017-01-09 00:00:00,11,0.1,148,75,302,19,0.8,87,84,217,55,0,-5,115,9523,9481,"D","D",5.48
"193",2017-01-09 01:00:00,8,0.1,115,59,235,21,0.7,79,75,197,54,0,-4,112,9492,9457,"L","L",5.07
"194",2017-01-09 02:00:00,7,0.1,100,49,203,18,0.6,67,63,165,54,0,-4,112,9492,9457,"L","L",5.42
"195",2017-01-09 03:00:00,5,0.1,59,39,129,18,0.6,86,59,190,54,0,-4,112,9492,9457,"L","L",4.86
"196",2017-01-09 04:00:00,5,0.1,79,38,159,17,0.8,111,63,233,54,0,-4,112,9492,9457,"L","L",5.41
"197",2017-01-09 05:00:00,4,0.1,48,31,105,15,0.7,105,55,216,54,0,-4,112,9492,9457,"L","L",5.43
"198",2017-01-09 06:00:00,4,0.1,51,30,108,16,0.6,70,54,162,54,0,-4,112,9492,9457,"L","L",6.63
"199",2017-01-09 07:00:00,6,0.1,109,42,210,16,0.6,64,52,150,54,0,-4,112,9492,9457,"L","L",6.33
"200",2017-01-09 08:00:00,8,0.1,149,57,286,23,0.7,64,61,274,54,0,-4,112,9492,9457,"L","L",19.33
"201",2017-01-09 09:00:00,14,0.1,149,95,516,29,0.9,64,87,433,54,0,-4,112,9492,9457,"L","L",17.93
"202",2017-01-09 10:00:00,18,0.1,149,109,516,41,1.2,64,105,433,54,0,-4,112,9492,9457,"L","L",35.89
"203",2017-01-09 11:00:00,17,1.4,149,103,569,41,1.1,64,98,433,54,0,-4,112,9492,9457,"L","L",27.38
"204",2017-01-09 12:00:00,21,1.1,149,45,569,30,0.9,64,93,365,54,0,-4,112,9492,9457,"L","L",48.55
"205",2017-01-09 13:00:00,18,0.7,121,86,271,29,0.8,64,91,313,54,0,-4,112,9492,9457,"L","L",33.06
"206",2017-01-09 14:00:00,11,0.4,63,72,168,6,0.4,83,81,207,54,0,-4,112,9492,9457,"L","L",77.27
"207",2017-01-09 15:00:00,10,0.6,81,81,205,6,0.4,76,80,197,54,0,-4,112,9492,9457,"L","L",231.8
"208",2017-01-09 16:00:00,9,0.5,74,82,196,1,0.4,66,93,194,54,0,-4,112,9492,9457,"L","L",68.45
"209",2017-01-09 17:00:00,7,0.4,44,75,142,1,0.3,44,77,145,54,0,-4,112,9492,9457,"L","L",42.55
"210",2017-01-09 18:00:00,7,0.4,38,71,130,1,0.3,14,62,84,54,0,-4,112,9492,9457,"L","L",110.8
"211",2017-01-09 19:00:00,11,0.5,62,84,179,8,0.5,52,81,160,54,0,-4,112,9492,9457,"L","L",46.57
"212",2017-01-09 20:00:00,9,0.5,46,78,148,7,0.5,37,75,131,54,0,-4,112,9492,9457,"L","L",81.87
"213",2017-01-09 21:00:00,10,0.9,126,96,289,6,0.5,38,76,134,54,0,-4,112,9492,9457,"L","L",172.8
"214",2017-01-09 22:00:00,16,1.6,126,124,579,12,0.5,28,74,118,54,0,-4,112,9492,9457,"L","L",38.58
"215",2017-01-09 23:00:00,18,1.5,126,121,579,18,0.6,41,74,137,54,0,-4,112,9492,9457,"L","L",59.17
"216",2017-01-10 00:00:00,10,0.8,166,77,332,21,1,41,91,347,54,0,-4,112,9492,9457,"L","L",56.99
"217",2017-01-10 01:00:00,8,0.7,115,57,233,22,0.7,41,72,291,77,0,34,120,9460,9396,"M","L",39.19
"218",2017-01-10 02:00:00,7,0.6,91,50,189,15,0.6,97,65,214,77,0,34,120,9460,9396,"M","L",37.46
