"","fecha","SO2.EST4","CO.EST4","NO.EST4","NO2.EST4","NOX.EST4","SO2EST35","COEST35","NOEST35","NO2EST35","NOXEST35","tmed","prec","tmin","tmax","presMax","presMin","Dia_semana","tipo","O3"
"19450",2019-03-31 10:00:00,6,0.6,29,48,92,15,0.6,6,32,42,106,16,92,120,9393,9356,"D","D",43.41
"19451",2019-03-31 11:00:00,5,0.4,5,26,33,15,0.5,4,19,26,106,16,92,120,9393,9356,"D","D",57.71
"19452",2019-03-31 12:00:00,5,0.4,5,36,43,14,0.5,7,27,38,106,16,92,120,9393,9356,"D","D",51.9
"19453",2019-03-31 13:00:00,4,0.4,9,41,54,13,0.4,4,20,26,106,16,92,120,9393,9356,"D","D",55.14
"19454",2019-03-31 14:00:00,4,0.4,6,34,43,13,0.5,5,24,32,106,16,92,120,9393,9356,"D","D",50.89
"19455",2019-03-31 15:00:00,5,0.4,12,43,61,13,0.5,8,31,43,106,16,92,120,9393,9356,"D","D",48.61
"19456",2019-03-31 16:00:00,4,0.4,9,35,50,13,0.5,5,23,30,106,16,92,120,9393,9356,"D","D",54.92
"19457",2019-03-31 17:00:00,4,0.4,12,35,54,13,0.5,5,22,30,106,16,92,120,9393,9356,"D","D",54.89
"19458",2019-03-31 18:00:00,4,0.4,13,38,58,13,0.5,5,23,31,106,16,92,120,9393,9356,"D","D",49.97
"19459",2019-03-31 19:00:00,4,0.4,11,40,56,13,0.5,5,22,30,106,16,92,120,9393,9356,"D","D",51.18
"19460",2019-03-31 20:00:00,4,0.4,14,41,62,13,0.5,5,22,30,106,16,92,120,9393,9356,"D","D",49.32
"19461",2019-03-31 21:00:00,4,0.4,11,40,56,13,0.4,4,23,29,106,16,92,120,9393,9356,"D","D",46.29
"19462",2019-03-31 22:00:00,5,0.6,14,48,70,13,0.6,5,33,41,106,16,92,120,9393,9356,"D","D",38.43
"19463",2019-03-31 23:00:00,5,0.4,10,41,56,13,0.6,6,34,43,106,16,92,120,9393,9356,"D","D",40.31
"19464",2019-04-01 00:00:00,4,0.3,4,24,30,13,0.5,6,24,32,106,16,92,120,9393,9356,"D","D",39.55
"19465",2019-04-01 01:00:00,4,0.3,3,17,21,13,0.5,5,16,23,130,0,88,172,9383,9356,"L","L",39.94
"19466",2019-04-01 02:00:00,4,0.3,2,18,21,13,0.5,4,17,23,130,0,88,172,9383,9356,"L","L",36.11
"19467",2019-04-01 03:00:00,4,0.3,2,15,19,13,0.5,3,12,17,130,0,88,172,9383,9356,"L","L",40.15
"19468",2019-04-01 04:00:00,4,0.3,2,12,14,13,0.5,7,12,24,130,0,88,172,9383,9356,"L","L",38.64
"19469",2019-04-01 05:00:00,4,0.3,2,12,15,13,0.5,10,18,34,130,0,88,172,9383,9356,"L","L",36.3
"19470",2019-04-01 06:00:00,4,0.3,1,12,14,13,0.4,5,12,20,130,0,88,172,9383,9356,"L","L",39.74
"19471",2019-04-01 07:00:00,4,0.3,4,20,25,13,0.5,6,19,28,130,0,88,172,9383,9356,"L","L",33.36
"19472",2019-04-01 08:00:00,4,0.4,13,41,61,13,0.5,10,36,50,130,0,88,172,9383,9356,"L","L",22.73
"19473",2019-04-01 09:00:00,5,0.5,32,68,117,14,0.6,29,54,98,130,0,88,172,9383,9356,"L","L",13.06
"19474",2019-04-01 10:00:00,5,0.6,38,76,134,14,0.7,35,56,109,130,0,88,172,9383,9356,"L","L",13.83
"19475",2019-04-01 11:00:00,4,0.5,36,72,126,14,0.6,36,56,111,130,0,88,172,9383,9356,"L","L",19.55
"19476",2019-04-01 12:00:00,4,0.5,27,76,118,14,0.6,41,57,119,130,0,88,172,9383,9356,"L","L",17.53
"19477",2019-04-01 13:00:00,4,0.4,12,56,75,13,0.7,22,53,86,130,0,88,172,9383,9356,"L","L",22.5
"19478",2019-04-01 14:00:00,4,0.5,26,63,102,14,0.6,22,43,76,130,0,88,172,9383,9356,"L","L",36.89
"19479",2019-04-01 15:00:00,3,0.5,18,54,81,14,0.6,29,46,90,130,0,88,172,9383,9356,"L","L",38.35
"19480",2019-04-01 16:00:00,2,0.5,16,46,71,14,0.6,15,30,53,130,0,88,172,9383,9356,"L","L",55.32
"19481",2019-04-01 17:00:00,2,0.4,8,33,45,14,0.5,9,21,36,130,0,88,172,9383,9356,"L","L",62.92
"19482",2019-04-01 18:00:00,1,0.4,8,36,48,14,0.5,6,18,28,130,0,88,172,9383,9356,"L","L",67.97
"19483",2019-04-01 19:00:00,2,0.4,8,35,47,13,0.5,8,19,30,130,0,88,172,9383,9356,"L","L",68.07
"19484",2019-04-01 20:00:00,2,0.4,8,37,49,13,0.6,5,21,28,130,0,88,172,9383,9356,"L","L",66.02
"19485",2019-04-01 21:00:00,2,0.5,12,51,70,13,0.6,4,26,33,130,0,88,172,9383,9356,"L","L",61
"19486",2019-04-01 22:00:00,4,0.6,19,81,110,13,0.7,8,56,68,130,0,88,172,9383,9356,"L","L",36.9
"19487",2019-04-01 23:00:00,4,0.7,17,98,124,13,0.8,15,83,105,130,0,88,172,9383,9356,"L","L",12.35
"19488",2019-04-02 00:00:00,4,0.4,4,48,54,13,0.7,4,30,37,130,0,88,172,9383,9356,"L","L",53.24
"19489",2019-04-02 01:00:00,3,0.3,1,22,24,13,0.5,4,19,26,127,20,74,180,9380,9338,"M","L",61.93
"19490",2019-04-02 02:00:00,3,0.3,2,40,43,13,0.5,8,30,42,127,20,74,180,9380,9338,"M","L",49.1
"19491",2019-04-02 03:00:00,4,0.4,6,64,73,13,0.6,6,36,45,127,20,74,180,9380,9338,"M","L",37.75
"19492",2019-04-02 04:00:00,4,0.4,6,60,69,13,0.9,4,22,29,127,20,74,180,9380,9338,"M","L",47.78
"19493",2019-04-02 05:00:00,3,0.3,4,38,44,13,0.5,4,15,20,127,20,74,180,9380,9338,"M","L",49.36
"19494",2019-04-02 06:00:00,4,0.4,7,45,56,13,0.6,5,22,29,127,20,74,180,9380,9338,"M","L",35.83
"19495",2019-04-02 07:00:00,4,0.4,14,56,78,12,0.7,5,23,30,127,20,74,180,9380,9338,"M","L",34.47
"19496",2019-04-02 08:00:00,6,0.8,100,70,223,13,0.6,11,32,48,127,20,74,180,9380,9338,"M","L",25.15
"19497",2019-04-02 09:00:00,9,1.2,161,78,326,15,0.8,63,54,150,127,20,74,180,9380,9338,"M","L",5.18
"19498",2019-04-02 10:00:00,6,0.7,71,70,179,14,0.8,57,51,139,127,20,74,180,9380,9338,"M","L",10.25
"19499",2019-04-02 11:00:00,6,0.6,66,77,178,15,0.7,61,56,150,127,20,74,180,9380,9338,"M","L",13.79
"19500",2019-04-02 12:00:00,5,0.5,34,59,111,15,0.6,36,45,101,127,20,74,180,9380,9338,"M","L",25.08
"19501",2019-04-02 13:00:00,4,0.5,32,64,114,15,0.7,47,48,121,127,20,74,180,9380,9338,"M","L",27.82
"19502",2019-04-02 14:00:00,3,0.4,21,53,85,14,0.6,21,36,68,127,20,74,180,9380,9338,"M","L",44.2
"19503",2019-04-02 15:00:00,2,0.4,11,40,57,13,0.5,11,26,43,127,20,74,180,9380,9338,"M","L",58.05
"19504",2019-04-02 16:00:00,2,0.4,7,32,43,13,0.7,8,17,29,127,20,74,180,9380,9338,"M","L",67.49
"19505",2019-04-02 17:00:00,2,0.3,7,23,34,13,0.6,5,10,18,127,20,74,180,9380,9338,"M","L",78.36
"19506",2019-04-02 18:00:00,2,0.3,7,27,37,13,0.6,6,10,19,127,20,74,180,9380,9338,"M","L",73.74
"19507",2019-04-02 19:00:00,2,0.3,7,25,35,13,0.6,6,11,20,127,20,74,180,9380,9338,"M","L",72.75
"19508",2019-04-02 20:00:00,3,0.4,6,40,49,13,0.7,6,14,23,127,20,74,180,9380,9338,"M","L",67.78
"19509",2019-04-02 21:00:00,4,0.4,10,60,75,13,0.7,8,36,48,127,20,74,180,9380,9338,"M","L",49.76
"19510",2019-04-02 22:00:00,4,0.4,4,45,52,13,0.6,7,35,47,127,20,74,180,9380,9338,"M","L",43.62
"19511",2019-04-02 23:00:00,4,0.4,6,50,59,13,0.6,6,31,41,127,20,74,180,9380,9338,"M","L",45.6
"19512",2019-04-03 00:00:00,4,0.4,5,45,52,13,0.7,6,28,37,127,20,74,180,9380,9338,"M","L",44.99
"19513",2019-04-03 01:00:00,3,0.4,2,33,37,13,0.7,6,21,31,108,0,65,151,9339,9274,"X","L",47.26
"19514",2019-04-03 02:00:00,3,0.3,1,18,20,13,0.6,5,20,28,108,0,65,151,9339,9274,"X","L",44.72
"19515",2019-04-03 03:00:00,4,0.3,1,23,25,13,0.7,4,16,22,108,0,65,151,9339,9274,"X","L",52.24
"19516",2019-04-03 04:00:00,4,0.3,1,14,16,13,0.7,3,14,19,108,0,65,151,9339,9274,"X","L",56.21
"19517",2019-04-03 05:00:00,4,0.3,1,22,23,13,0.8,3,9,13,108,0,65,151,9339,9274,"X","L",64.06
"19518",2019-04-03 06:00:00,4,0.4,1,26,27,13,0.8,3,11,16,108,0,65,151,9339,9274,"X","L",59.84
"19519",2019-04-03 07:00:00,4,0.5,15,65,87,13,0.7,3,18,23,108,0,65,151,9339,9274,"X","L",54.43
"19520",2019-04-03 08:00:00,4,0.5,18,83,111,14,1.1,9,47,60,108,0,65,151,9339,9274,"X","L",32.7
"19521",2019-04-03 09:00:00,5,0.6,40,104,165,14,0.8,24,75,112,108,0,65,151,9339,9274,"X","L",17.51
"19522",2019-04-03 10:00:00,6,0.5,37,92,149,14,0.9,27,63,105,108,0,65,151,9339,9274,"X","L",27.59
"19523",2019-04-03 11:00:00,6,0.5,33,77,128,14,0.7,32,52,100,108,0,65,151,9339,9274,"X","L",41.71
"19524",2019-04-03 12:00:00,5,0.5,23,56,91,13,0.5,15,31,54,108,0,65,151,9339,9274,"X","L",60.35
"19525",2019-04-03 13:00:00,5,0.4,23,48,84,13,0.5,11,24,41,108,0,65,151,9339,9274,"X","L",64.41
"19526",2019-04-03 14:00:00,3,0.4,13,35,54,13,0.7,10,19,34,108,0,65,151,9339,9274,"X","L",67.46
"19527",2019-04-03 15:00:00,4,0.4,14,30,52,13,0.5,9,13,27,108,0,65,151,9339,9274,"X","L",68.38
"19528",2019-04-03 16:00:00,4,0.4,10,29,44,13,0.4,7,12,23,108,0,65,151,9339,9274,"X","L",72.16
"19529",2019-04-03 17:00:00,4,0.4,9,30,44,13,0.5,6,15,24,108,0,65,151,9339,9274,"X","L",74.69
"19530",2019-04-03 18:00:00,4,0.4,12,39,58,13,0.4,6,16,25,108,0,65,151,9339,9274,"X","L",71.66
"19531",2019-04-03 19:00:00,4,0.4,7,35,46,13,0.5,4,19,26,108,0,65,151,9339,9274,"X","L",68.28
"19532",2019-04-03 20:00:00,6,0.4,9,43,58,13,0.5,4,24,29,108,0,65,151,9339,9274,"X","L",68.56
"19533",2019-04-03 21:00:00,5,0.4,11,47,64,13,0.6,4,29,35,108,0,65,151,9339,9274,"X","L",57.96
"19534",2019-04-03 22:00:00,5,0.5,7,52,63,13,0.6,4,36,43,108,0,65,151,9339,9274,"X","L",50
"19535",2019-04-03 23:00:00,5,0.5,9,40,53,13,0.5,4,29,35,108,0,65,151,9339,9274,"X","L",53.4
"19536",2019-04-04 00:00:00,4,0.4,5,27,35,13,0.5,3,19,23,108,0,65,151,9339,9274,"X","L",59.21
"19537",2019-04-04 01:00:00,4,0.4,2,20,24,13,0.4,2,14,17,82,13,25,140,9287,9234,"J","L",60.63
"19538",2019-04-04 02:00:00,3,0.3,1,13,15,13,0.4,1,15,17,82,13,25,140,9287,9234,"J","L",58.86
"19539",2019-04-04 03:00:00,3,0.3,1,14,16,12,0.4,2,11,14,82,13,25,140,9287,9234,"J","L",60.13
"19540",2019-04-04 04:00:00,3,0.3,1,10,11,13,0.4,1,9,10,82,13,25,140,9287,9234,"J","L",60.84
"19541",2019-04-04 05:00:00,3,0.3,1,10,12,12,0.5,1,6,7,82,13,25,140,9287,9234,"J","L",61.49
"19542",2019-04-04 06:00:00,2,0.3,1,12,14,13,0.6,1,8,10,82,13,25,140,9287,9234,"J","L",54.36
"19543",2019-04-04 07:00:00,2,0.3,2,26,29,13,0.6,1,14,16,82,13,25,140,9287,9234,"J","L",51.76
"19544",2019-04-04 08:00:00,4,0.5,49,88,164,14,0.7,9,55,69,82,13,25,140,9287,9234,"J","L",25
"19545",2019-04-04 09:00:00,3,0.5,23,85,121,13,0.6,7,46,57,82,13,25,140,9287,9234,"J","L",33.68
"19546",2019-04-04 10:00:00,3,0.5,22,67,101,14,0.6,21,53,86,82,13,25,140,9287,9234,"J","L",31.25
"19547",2019-04-04 11:00:00,2,0.4,18,53,80,14,0.5,25,52,91,82,13,25,140,9287,9234,"J","L",33.62
"19548",2019-04-04 12:00:00,3,0.4,30,60,106,14,0.5,30,48,95,82,13,25,140,9287,9234,"J","L",36.81
"19549",2019-04-04 13:00:00,4,0.4,20,45,75,13,0.4,15,30,52,82,13,25,140,9287,9234,"J","L",49.18
"19550",2019-04-04 14:00:00,2,0.3,9,26,40,13,0.4,12,22,41,82,13,25,140,9287,9234,"J","L",54.6
"19551",2019-04-04 15:00:00,2,0.3,7,19,30,13,0.4,5,11,19,82,13,25,140,9287,9234,"J","L",61.71
"19552",2019-04-04 16:00:00,2,0.3,5,16,24,13,0.4,2,6,9,82,13,25,140,9287,9234,"J","L",63.5
"19553",2019-04-04 17:00:00,2,0.3,4,17,24,13,0.4,2,7,10,82,13,25,140,9287,9234,"J","L",64.9
"19554",2019-04-04 18:00:00,2,0.3,6,23,33,13,0.4,2,8,12,82,13,25,140,9287,9234,"J","L",67.47
"19555",2019-04-04 19:00:00,3,0.3,6,26,35,13,0.5,1,9,11,82,13,25,140,9287,9234,"J","L",70.15
"19556",2019-04-04 20:00:00,3,0.4,7,32,43,14,0.7,2,14,16,82,13,25,140,9287,9234,"J","L",63.57
"19557",2019-04-04 21:00:00,4,0.4,5,34,42,13,0.8,1,19,20,82,13,25,140,9287,9234,"J","L",58.27
"19558",2019-04-04 22:00:00,4,0.4,3,34,39,13,0.7,1,20,22,82,13,25,140,9287,9234,"J","L",54.89
"19559",2019-04-04 23:00:00,3,0.4,2,32,35,13,0.8,1,20,22,82,13,25,140,9287,9234,"J","L",52.96
"19560",2019-04-05 00:00:00,4,0.3,4,23,29,13,0.9,1,14,16,82,13,25,140,9287,9234,"J","L",55.37
"19561",2019-04-05 01:00:00,4,0.4,5,22,30,13,0.7,1,10,11,72,27,45,100,9257,9207,"V","L",55.52
"19562",2019-04-05 02:00:00,4,0.3,6,15,24,13,0.5,1,8,10,72,27,45,100,9257,9207,"V","L",53.47
"19563",2019-04-05 03:00:00,3,0.3,1,6,8,12,0.5,1,2,4,72,27,45,100,9257,9207,"V","L",58.35
"19564",2019-04-05 04:00:00,3,0.3,1,7,9,13,0.5,7,2,12,72,27,45,100,9257,9207,"V","L",56.66
"19565",2019-04-05 05:00:00,2,0.2,1,7,9,12,0.7,2,4,7,72,27,45,100,9257,9207,"V","L",52.96
"19566",2019-04-05 06:00:00,2,0.2,1,9,10,12,0.7,1,4,5,72,27,45,100,9257,9207,"V","L",51.67
"19567",2019-04-05 07:00:00,2,0.2,3,18,22,12,0.6,1,6,8,72,27,45,100,9257,9207,"V","L",51.29
"19568",2019-04-05 08:00:00,1,0.3,6,42,52,13,0.7,5,21,28,72,27,45,100,9257,9207,"V","L",42.3
"19569",2019-04-05 09:00:00,2,0.4,14,51,73,13,0.6,6,34,44,72,27,45,100,9257,9207,"V","L",33.89
"19570",2019-04-05 10:00:00,2,0.4,11,54,71,13,0.6,12,35,53,72,27,45,100,9257,9207,"V","L",38.34
"19571",2019-04-05 11:00:00,2,0.4,12,47,65,13,0.5,17,41,66,72,27,45,100,9257,9207,"V","L",34.41
"19572",2019-04-05 12:00:00,1,0.4,20,51,82,13,0.5,15,31,53,72,27,45,100,9257,9207,"V","L",42.69
"19573",2019-04-05 13:00:00,1,0.3,10,35,50,12,0.4,9,21,35,72,27,45,100,9257,9207,"V","L",50.59
"19574",2019-04-05 14:00:00,1,0.4,9,31,45,13,0.4,7,21,32,72,27,45,100,9257,9207,"V","L",47.51
"19575",2019-04-05 15:00:00,2,0.4,6,29,39,13,0.6,5,16,24,72,27,45,100,9257,9207,"V","L",48.86
"19576",2019-04-05 16:00:00,2,0.3,7,25,35,13,0.6,6,13,23,72,27,45,100,9257,9207,"V","L",53.51
"19577",2019-04-05 17:00:00,2,0.3,5,24,32,13,0.4,3,11,16,72,27,45,100,9257,9207,"V","L",55.27
"19578",2019-04-05 18:00:00,3,0.3,6,21,30,13,0.5,6,12,21,72,27,45,100,9257,9207,"V","L",56.38
"19579",2019-04-05 19:00:00,3,0.4,6,29,38,13,0.5,6,22,31,72,27,45,100,9257,9207,"V","L",48.93
"19580",2019-04-05 20:00:00,2,0.4,4,31,37,13,0.6,4,18,25,72,27,45,100,9257,9207,"V","L",50.57
"19581",2019-04-05 21:00:00,2,0.4,5,37,45,12,0.6,3,21,25,72,27,45,100,9257,9207,"V","L",49.04
"19582",2019-04-05 22:00:00,2,0.5,6,60,70,13,0.6,4,28,34,72,27,45,100,9257,9207,"V","L",42.58
"19583",2019-04-05 23:00:00,1,0.6,13,69,88,12,0.8,4,39,45,72,27,45,100,9257,9207,"V","L",36.17
"19584",2019-04-06 00:00:00,1,0.4,5,21,28,12,0.6,3,14,18,72,27,45,100,9257,9207,"V","L",48.71
"19585",2019-04-06 01:00:00,1,0.4,4,17,22,12,0.6,2,10,13,75,35,29,121,9296,9236,"S","S",47.46
"19586",2019-04-06 02:00:00,1,0.3,6,22,30,12,0.6,3,10,14,75,35,29,121,9296,9236,"S","S",43.81
"19587",2019-04-06 03:00:00,1,0.3,3,18,22,12,0.6,2,8,12,75,35,29,121,9296,9236,"S","S",42.64
"19588",2019-04-06 04:00:00,1,0.3,2,16,20,12,0.5,2,3,6,75,35,29,121,9296,9236,"S","S",43.84
"19589",2019-04-06 05:00:00,1,0.3,2,8,11,12,0.6,3,4,8,75,35,29,121,9296,9236,"S","S",46.38
"19590",2019-04-06 06:00:00,1,0.3,1,9,11,12,0.6,1,4,6,75,35,29,121,9296,9236,"S","S",46.14
"19591",2019-04-06 07:00:00,1,0.3,2,15,19,13,0.6,19,14,43,75,35,29,121,9296,9236,"S","S",39.45
"19592",2019-04-06 08:00:00,1,0.3,2,15,18,12,0.6,4,10,16,75,35,29,121,9296,9236,"S","S",44.16
"19593",2019-04-06 09:00:00,1,0.3,5,29,37,13,0.6,4,15,21,75,35,29,121,9296,9236,"S","S",42.7
"19594",2019-04-06 10:00:00,1,0.4,6,30,39,13,0.6,5,16,24,75,35,29,121,9296,9236,"S","S",45.56
"19595",2019-04-06 11:00:00,1,0.4,7,28,39,12,0.5,5,14,22,75,35,29,121,9296,9236,"S","S",46.7
"19596",2019-04-06 12:00:00,1,0.4,7,23,34,13,0.5,5,11,18,75,35,29,121,9296,9236,"S","S",47.08
"19597",2019-04-06 13:00:00,1,0.4,11,24,42,13,0.5,6,10,18,75,35,29,121,9296,9236,"S","S",45.3
"19598",2019-04-06 14:00:00,2,0.3,6,14,24,13,0.5,4,4,10,75,35,29,121,9296,9236,"S","S",50.26
"19599",2019-04-06 15:00:00,3,0.3,5,13,21,13,0.5,3,3,8,75,35,29,121,9296,9236,"S","S",56.08
"19600",2019-04-06 16:00:00,3,0.3,5,14,21,13,0.5,3,3,8,75,35,29,121,9296,9236,"S","S",57.16
"19601",2019-04-06 17:00:00,3,0.3,4,11,16,13,0.5,3,3,8,75,35,29,121,9296,9236,"S","S",60.74
"19602",2019-04-06 18:00:00,3,0.3,4,13,20,13,0.4,3,4,8,75,35,29,121,9296,9236,"S","S",62.43
"19603",2019-04-06 19:00:00,3,0.4,4,18,23,13,0.5,2,5,8,75,35,29,121,9296,9236,"S","S",62.25
"19604",2019-04-06 20:00:00,3,0.4,7,29,40,13,0.4,3,7,12,75,35,29,121,9296,9236,"S","S",58.16
"19605",2019-04-06 21:00:00,3,0.4,7,31,42,13,0.5,3,12,16,75,35,29,121,9296,9236,"S","S",54.38
"19606",2019-04-06 22:00:00,3,0.4,6,33,42,12,0.6,3,14,20,75,35,29,121,9296,9236,"S","S",53.17
"19607",2019-04-06 23:00:00,2,0.4,3,20,24,12,0.6,3,12,17,75,35,29,121,9296,9236,"S","S",52.85
"19608",2019-04-07 00:00:00,1,0.4,5,21,29,12,0.6,2,10,13,75,35,29,121,9296,9236,"S","S",51.46
"19609",2019-04-07 01:00:00,1,0.4,6,19,27,12,0.6,2,8,12,88,43,37,138,9368,9280,"D","D",50.01
"19610",2019-04-07 02:00:00,1,0.4,6,18,27,12,0.6,3,8,12,88,43,37,138,9368,9280,"D","D",47.12
"19611",2019-04-07 03:00:00,1,0.4,4,16,22,12,0.5,2,8,11,88,43,37,138,9368,9280,"D","D",45.8
"19612",2019-04-07 04:00:00,1,0.3,3,11,15,12,0.5,2,4,7,88,43,37,138,9368,9280,"D","D",47.07
"19613",2019-04-07 05:00:00,1,0.3,1,7,9,12,0.5,2,6,9,88,43,37,138,9368,9280,"D","D",46.54
"19614",2019-04-07 06:00:00,1,0.3,1,6,8,13,0.5,9,8,22,88,43,37,138,9368,9280,"D","D",45.98
"19615",2019-04-07 07:00:00,1,0.3,1,8,10,12,0.6,6,7,15,88,43,37,138,9368,9280,"D","D",47.08
"19616",2019-04-07 08:00:00,1,0.4,2,17,19,12,0.5,2,9,12,88,43,37,138,9368,9280,"D","D",46.08
"19617",2019-04-07 09:00:00,1,0.4,3,20,24,12,0.6,3,13,18,88,43,37,138,9368,9280,"D","D",46.41
"19618",2019-04-07 10:00:00,1,0.4,3,14,18,12,0.4,3,6,11,88,43,37,138,9368,9280,"D","D",52.42
"19619",2019-04-07 11:00:00,1,0.3,3,12,16,12,0.4,3,5,9,88,43,37,138,9368,9280,"D","D",57.57
"19620",2019-04-07 12:00:00,2,0.3,5,16,23,13,0.4,4,10,17,88,43,37,138,9368,9280,"D","D",57.11
"19621",2019-04-07 13:00:00,3,0.3,5,15,23,13,0.4,5,9,17,88,43,37,138,9368,9280,"D","D",59.05
"19622",2019-04-07 14:00:00,3,0.4,4,17,23,13,0.5,3,7,12,88,43,37,138,9368,9280,"D","D",58.56
"19623",2019-04-07 15:00:00,3,0.3,5,17,24,12,0.4,3,5,10,88,43,37,138,9368,9280,"D","D",59.49
"19624",2019-04-07 16:00:00,3,0.3,3,15,20,13,0.4,2,3,7,88,43,37,138,9368,9280,"D","D",62.36
"19625",2019-04-07 17:00:00,3,0.3,4,15,20,13,0.4,3,5,9,88,43,37,138,9368,9280,"D","D",56.87
"19626",2019-04-07 18:00:00,3,0.4,11,20,36,12,0.4,3,6,10,88,43,37,138,9368,9280,"D","D",55.5
"19627",2019-04-07 19:00:00,3,0.3,5,29,36,12,0.4,4,10,16,88,43,37,138,9368,9280,"D","D",52.22
"19628",2019-04-07 20:00:00,3,0.3,3,30,35,12,0.5,5,15,23,88,43,37,138,9368,9280,"D","D",46.84
"19629",2019-04-07 21:00:00,4,0.4,4,35,40,12,0.5,4,18,24,88,43,37,138,9368,9280,"D","D",44.09
"19630",2019-04-07 22:00:00,4,0.4,2,31,34,12,0.5,4,12,18,88,43,37,138,9368,9280,"D","D",47.45
"19631",2019-04-07 23:00:00,3,0.4,6,38,47,12,0.5,4,20,26,88,43,37,138,9368,9280,"D","D",43.98
"19632",2019-04-08 00:00:00,3,0.4,2,44,46,12,0.5,4,21,28,88,43,37,138,9368,9280,"D","D",43.41
"19633",2019-04-08 01:00:00,3,0.4,3,26,31,12,0.5,4,14,20,120,2,69,170,9362,9336,"L","L",45.93
"19634",2019-04-08 02:00:00,3,0.3,3,24,29,12,0.4,5,16,24,120,2,69,170,9362,9336,"L","L",38.26
"19635",2019-04-08 03:00:00,3,0.3,2,17,19,12,0.4,4,9,15,120,2,69,170,9362,9336,"L","L",44.11
"19636",2019-04-08 04:00:00,2,0.3,1,15,17,12,0.4,5,9,16,120,2,69,170,9362,9336,"L","L",43.35
"19637",2019-04-08 05:00:00,2,0.3,1,14,17,12,0.4,14,14,36,120,2,69,170,9362,9336,"L","L",36.01
"19638",2019-04-08 06:00:00,2,0.3,1,14,16,12,0.6,7,12,22,120,2,69,170,9362,9336,"L","L",37.19
"19639",2019-04-08 07:00:00,2,0.3,2,15,18,12,0.7,4,4,11,120,2,69,170,9362,9336,"L","L",40.77
"19640",2019-04-08 08:00:00,3,0.4,7,43,54,12,0.5,8,22,34,120,2,69,170,9362,9336,"L","L",27.8
"19641",2019-04-08 09:00:00,2,0.4,8,40,52,13,0.6,12,32,51,120,2,69,170,9362,9336,"L","L",24.55
"19642",2019-04-08 10:00:00,2,0.4,7,40,50,13,0.7,12,32,51,120,2,69,170,9362,9336,"L","L",26.31
"19643",2019-04-08 11:00:00,3,0.4,17,48,74,13,0.6,14,30,51,120,2,69,170,9362,9336,"L","L",29.9
"19644",2019-04-08 12:00:00,3,0.3,20,44,75,13,0.6,15,25,48,120,2,69,170,9362,9336,"L","L",37.57
"19645",2019-04-08 13:00:00,4,0.3,12,29,48,12,0.4,11,16,32,120,2,69,170,9362,9336,"L","L",51.56
"19646",2019-04-08 14:00:00,2,0.4,6,23,32,13,0.5,7,10,20,120,2,69,170,9362,9336,"L","L",61.34
"19647",2019-04-08 15:00:00,3,0.4,5,16,23,13,0.5,5,5,13,120,2,69,170,9362,9336,"L","L",70.25
"19648",2019-04-08 16:00:00,2,0.4,5,17,24,13,0.5,5,3,10,120,2,69,170,9362,9336,"L","L",66.79
"19649",2019-04-08 17:00:00,2,0.3,5,18,25,13,0.4,5,3,10,120,2,69,170,9362,9336,"L","L",69.41
"19650",2019-04-08 18:00:00,1,0.3,5,20,29,13,0.5,5,4,11,120,2,69,170,9362,9336,"L","L",66.64
"19651",2019-04-08 19:00:00,2,0.3,4,19,25,13,0.6,5,6,14,120,2,69,170,9362,9336,"L","L",66.19
"19652",2019-04-08 20:00:00,2,0.4,5,26,33,13,0.5,5,10,17,120,2,69,170,9362,9336,"L","L",62.44
"19653",2019-04-08 21:00:00,4,0.4,7,49,61,13,0.5,7,28,40,120,2,69,170,9362,9336,"L","L",48.63
"19654",2019-04-08 22:00:00,4,0.4,4,47,53,13,0.6,6,30,39,120,2,69,170,9362,9336,"L","L",46.86
"19655",2019-04-08 23:00:00,3,0.4,5,32,39,12,0.5,6,21,30,120,2,69,170,9362,9336,"L","L",52.51
"19656",2019-04-09 00:00:00,3,0.3,2,24,27,12,0.6,6,18,26,120,2,69,170,9362,9336,"L","L",51.56
"19657",2019-04-09 01:00:00,3,0.3,1,18,20,12,0.7,4,8,15,96,8,56,135,9371,9342,"M","L",54.14
"19658",2019-04-09 02:00:00,3,0.3,1,18,19,12,0.7,4,8,14,96,8,56,135,9371,9342,"M","L",50.2
"19659",2019-04-09 03:00:00,3,0.3,1,9,11,12,0.7,5,10,17,96,8,56,135,9371,9342,"M","L",46.33
"19660",2019-04-09 04:00:00,2,0.3,1,8,9,12,0.7,4,3,8,96,8,56,135,9371,9342,"M","L",46.61
"19661",2019-04-09 05:00:00,2,0.3,1,7,9,12,0.6,4,4,10,96,8,56,135,9371,9342,"M","L",46.09
"19662",2019-04-09 06:00:00,2,0.3,1,8,10,12,0.5,5,2,9,96,8,56,135,9371,9342,"M","L",46.55
"19663",2019-04-09 07:00:00,1,0.3,2,16,19,12,0.6,4,8,14,96,8,56,135,9371,9342,"M","L",43.68
"19664",2019-04-09 08:00:00,1,0.4,3,38,43,12,0.5,7,24,34,96,8,56,135,9371,9342,"M","L",34.7
"19665",2019-04-09 09:00:00,1,0.4,9,53,68,12,0.6,13,41,61,96,8,56,135,9371,9342,"M","L",25.55
"19666",2019-04-09 10:00:00,1,0.4,8,36,48,13,0.9,17,31,57,96,8,56,135,9371,9342,"M","L",36.08
